date,div,home,away,pH,pD,pA,pick,p_over,score_pick,p_top_score,actual,result,hit_1x2,hit_score,hit_ou,logloss,bet_side,clv,roi
2025-08-23,P1,Arouca,Rio Ave,0.4488,0.2921,0.2591,H,0.4433,1-1,0.1248,3-3,D,0,0,0,1.2305,,,
2025-08-23,T1,Gaziantep,Genclerbirligi,0.4978,0.283,0.2192,H,0.5642,1-1,0.1111,2-1,H,1,0,1,0.6976,,,
2025-08-23,T1,Fenerbahce,Kocaelispor,0.812,0.1301,0.0579,H,0.5553,2-0,0.1186,3-1,H,1,0,1,0.2083,H,0.0153,0.33
2025-08-23,B1,Waregem,St Truiden,0.2745,0.2597,0.4658,A,0.5677,1-1,0.1122,0-2,A,1,0,0,0.764,A,-0.1525,1.5
2025-08-23,SC0,Kilmarnock,Dundee,0.4589,0.2856,0.2555,H,0.512,1-1,0.1207,0-0,D,0,0,0,1.253,A,-0.0137,-1.0
2025-08-23,F1,Nice,Auxerre,0.627,0.2188,0.1542,H,0.5691,2-0,0.1144,3-1,H,1,0,1,0.4668,H,-0.1243,0.62
2025-08-23,SC0,Hearts,Motherwell,0.6193,0.2234,0.1573,H,0.4774,1-0,0.1445,3-3,D,0,0,0,1.4988,H,-0.0061,-1.0
2025-08-23,F1,Marseille,Paris FC,0.5762,0.2161,0.2077,H,0.5982,1-1,0.1012,5-2,H,1,0,1,0.5513,A,0.0,-1.0
2025-08-23,P1,Benfica,Tondela,0.8245,0.1218,0.0537,H,0.6963,2-0,0.1367,3-0,H,1,0,1,0.193,,,
2025-08-23,F1,Lyon,Metz,0.7628,0.1547,0.0824,H,0.6442,2-0,0.1122,3-0,H,1,0,1,0.2707,H,-0.021,0.4
2025-08-23,E0,Bournemouth,Wolves,0.4795,0.2704,0.2501,H,0.4712,1-1,0.1218,1-0,H,1,0,1,0.7351,,,
2025-08-23,E1,Hull,Blackburn,0.459,0.2729,0.2682,H,0.4707,1-1,0.1316,0-3,A,0,0,0,1.3162,H,-0.0403,-1.0
2025-08-23,E1,Norwich,Middlesbrough,0.3732,0.2907,0.3361,H,0.4821,1-1,0.1297,1-2,A,0,0,0,1.0903,A,0.0265,2.1
2025-08-23,E1,Preston,Ipswich,0.4538,0.2652,0.281,H,0.4492,1-1,0.134,1-0,H,1,0,1,0.7901,H,0.0278,2.7
2025-08-23,E1,Sheffield United,Millwall,0.5063,0.2754,0.2183,H,0.4437,1-1,0.1249,0-1,A,0,0,1,1.5219,H,-0.0148,-1.0
2025-08-23,E1,Southampton,Stoke,0.3962,0.2826,0.3212,H,0.4725,1-1,0.1327,1-2,A,0,0,0,1.1357,A,0.0539,3.5
2025-08-23,E1,West Brom,Portsmouth,0.4647,0.2877,0.2476,H,0.4973,1-1,0.1265,1-1,D,0,1,1,1.2457,A,-0.1682,-1.0
2025-08-23,E1,Wrexham,Sheffield Weds,0.4122,0.2953,0.2925,H,0.524,1-1,0.1301,2-2,D,0,0,1,1.2198,A,0.0493,-1.0
2025-08-23,SP1,Levante,Barcelona,0.1201,0.1775,0.7024,A,0.7703,0-2,0.0971,2-3,A,1,0,1,0.3532,H,-0.0009,-1.0
2025-08-23,SP1,Ath Madrid,Elche,0.7902,0.1396,0.0702,H,0.6466,2-0,0.1248,1-1,D,0,0,0,1.9691,,,
2025-08-23,SP1,Mallorca,Celta,0.2612,0.2745,0.4644,A,0.5107,1-1,0.1283,1-1,D,0,1,0,1.293,A,0.0282,-1.0
2025-08-23,E1,Charlton,Leicester,0.3899,0.2806,0.3295,H,0.4577,1-1,0.138,0-1,A,0,0,1,1.1102,H,-0.1033,-1.0
2025-08-23,G1,Olympiakos,Asteras Tripolis,0.8116,0.1298,0.0586,H,0.6925,2-0,0.1437,2-0,H,1,1,0,0.2087,,,
2025-08-23,G1,Panetolikos,Atromitos,0.3312,0.2849,0.3839,A,0.4028,1-1,0.137,0-2,A,1,0,1,0.9573,,,
2025-08-23,E0,Arsenal,Leeds,0.6024,0.228,0.1696,H,0.7266,1-1,0.1072,5-0,H,1,0,1,0.5069,D,0.1261,-1.0
2025-08-23,E0,Burnley,Sunderland,0.7126,0.1694,0.118,H,0.4633,2-0,0.1229,2-0,H,1,1,1,0.3389,H,-0.0638,1.2
2025-08-23,E0,Brentford,Aston Villa,0.305,0.2691,0.4259,A,0.574,1-1,0.1254,1-0,H,0,0,0,1.1873,,,
2025-08-23,I1,Roma,Bologna,0.4394,0.2811,0.2795,H,0.3324,1-1,0.138,1-0,H,1,0,1,0.8223,,,
2025-08-23,I1,Milan,Cremonese,0.7396,0.1724,0.0879,H,0.491,2-0,0.1235,1-2,A,0,0,0,2.4312,,,
2025-08-23,I1,Sassuolo,Napoli,0.1178,0.1964,0.6858,A,0.5091,0-1,0.1375,0-2,A,1,0,0,0.3771,A,-0.0542,0.57
2025-08-23,I1,Genoa,Lecce,0.4382,0.299,0.2627,H,0.3583,1-1,0.1383,0-0,D,0,0,1,1.2072,A,-0.2347,-1.0
2025-08-23,D1,Ein Frankfurt,Werder Bremen,0.5032,0.2663,0.2305,H,0.5082,1-1,0.119,4-1,H,1,0,1,0.6868,D,-0.0929,-1.0
2025-08-23,D1,Freiburg,Augsburg,0.5407,0.264,0.1953,H,0.3906,1-1,0.1273,1-3,A,0,0,0,1.6334,,,
2025-08-23,G1,Aris,Volos NFC,0.5733,0.2297,0.197,H,0.5245,1-0,0.1163,2-0,H,1,0,0,0.5564,,,
2025-08-23,E1,Swansea,Watford,0.5365,0.259,0.2045,H,0.4428,1-1,0.1266,1-1,D,0,1,1,1.3509,H,0.0638,-1.0
2025-08-23,E1,Birmingham,Oxford,0.3859,0.2885,0.3256,H,0.4323,1-1,0.1362,1-0,H,1,0,1,0.9522,A,-0.0909,-1.0
2025-08-23,E1,Coventry,QPR,0.4984,0.2741,0.2275,H,0.4877,1-1,0.1237,7-1,H,1,0,0,0.6964,A,-0.1577,-1.0
2025-08-23,D1,Leverkusen,Hoffenheim,0.6882,0.2044,0.1074,H,0.6013,2-1,0.0994,1-2,A,0,0,1,2.2308,H,-0.1307,-1.0
2025-08-23,D1,St Pauli,Dortmund,0.1866,0.1969,0.6166,A,0.6548,1-1,0.1047,3-3,D,0,0,1,1.6252,A,-0.1026,-1.0
2025-08-23,D1,Union Berlin,Stuttgart,0.2603,0.2463,0.4934,A,0.4557,1-1,0.1195,2-1,H,0,0,0,1.3459,,,
2025-08-23,D1,Heidenheim,Wolfsburg,0.3361,0.289,0.3749,A,0.3372,1-1,0.139,1-3,A,1,0,0,0.9811,H,0.1268,-1.0
2025-08-24,SP1,Osasuna,Valencia,0.4332,0.2907,0.2761,H,0.4918,1-1,0.1325,1-0,H,1,0,1,0.8366,H,-0.0323,1.4
2025-08-24,N1,Ajax,Heracles,0.7769,0.1496,0.0735,H,0.6699,2-0,0.122,2-0,H,1,1,0,0.2525,,,
2025-08-24,F1,Lille,Monaco,0.3888,0.2833,0.3279,H,0.493,1-1,0.1289,1-0,H,1,0,1,0.9446,H,-0.1193,2.1
2025-08-24,F1,Toulouse,Brest,0.4522,0.2766,0.2713,H,0.4888,1-1,0.1282,2-0,H,1,0,1,0.7937,,,
2025-08-24,F1,Lorient,Rennes,0.331,0.2651,0.4039,A,0.5322,1-1,0.124,4-0,H,0,0,1,1.1056,A,-0.0485,-1.0
2025-08-24,N1,Utrecht,Excelsior,0.7665,0.1529,0.0806,H,0.7184,2-0,0.1169,4-1,H,1,0,1,0.2659,H,0.0071,0.42
2025-08-24,G1,PAOK,Larisa,0.7558,0.1708,0.0734,H,0.465,2-0,0.1344,1-0,H,1,0,1,0.28,,,
2025-08-24,G1,AEK,Panserraikos,0.6706,0.2166,0.1128,H,0.363,1-0,0.1526,2-0,H,1,0,1,0.3996,D,-0.1416,-1.0
2025-08-24,T1,Kayserispor,Galatasaray,0.0887,0.1452,0.7662,A,0.6867,0-2,0.1318,0-4,A,1,0,1,0.2664,A,-0.0972,0.3
2025-08-24,F1,Le Havre,Lens,0.2666,0.2617,0.4717,A,0.5841,1-1,0.1211,1-2,A,1,0,1,0.7514,,,
2025-08-24,N1,Nijmegen,NAC Breda,0.6751,0.1886,0.1363,H,0.6014,2-0,0.128,3-0,H,1,0,1,0.3929,H,-0.0719,0.55
2025-08-24,E0,Everton,Brighton,0.3162,0.2808,0.403,A,0.4877,1-1,0.1264,2-0,H,0,0,1,1.1513,,,
2025-08-24,E0,Fulham,Man United,0.4138,0.2826,0.3036,H,0.5095,1-1,0.1296,1-1,D,0,1,0,1.2638,H,-0.0793,-1.0
2025-08-24,T1,Trabzonspor,Antalyaspor,0.5739,0.2567,0.1694,H,0.3994,1-0,0.1246,1-0,H,1,1,1,0.5553,,,
2025-08-24,E0,Crystal Palace,Nott'm Forest,0.4695,0.2754,0.2551,H,0.4591,1-1,0.1326,1-1,D,0,1,1,1.2895,H,-0.0408,-1.0
2025-08-24,P1,Sp Braga,AVS,0.8308,0.1045,0.0646,H,0.7137,2-0,0.1378,2-2,D,0,0,1,2.2582,H,0.0,-1.0
2025-08-24,P1,Porto,Casa Pia,0.8018,0.1302,0.068,H,0.5394,2-0,0.1393,4-0,H,1,0,1,0.2209,,,
2025-08-24,P1,Famalicao,Gil Vicente,0.5254,0.2713,0.2032,H,0.4763,1-1,0.1207,0-0,D,0,0,1,1.3044,H,0.1453,-1.0
2025-08-24,I1,Juventus,Parma,0.6919,0.2002,0.1079,H,0.4347,1-0,0.1353,2-0,H,1,0,1,0.3683,,,
2025-08-24,I1,Atalanta,Pisa,0.6269,0.2299,0.1432,H,0.5274,2-0,0.1142,1-1,D,0,0,0,1.4703,D,0.073,4.0
2025-08-24,I1,Como,Lazio,0.2738,0.2631,0.4631,A,0.4325,1-1,0.123,2-0,H,0,0,1,1.2954,A,-0.0164,-1.0
2025-08-24,I1,Cagliari,Fiorentina,0.2027,0.2366,0.5606,A,0.4636,0-1,0.1218,1-1,D,0,0,1,1.4412,A,-0.0132,-1.0
2025-08-24,N1,Heerenveen,Twente,0.2964,0.2912,0.4124,A,0.4792,1-1,0.125,1-2,A,1,0,0,0.8857,D,0.0302,-1.0
2025-08-24,SC0,St Mirren,Rangers,0.1922,0.2178,0.59,A,0.6082,1-1,0.1011,1-1,D,0,1,0,1.5243,A,-0.0389,-1.0
2025-08-24,F1,Strasbourg,Nantes,0.574,0.2613,0.1647,H,0.4905,1-0,0.1128,1-0,H,1,1,1,0.5551,H,-0.0223,0.75
2025-08-24,SP1,Sociedad,Espanol,0.4865,0.296,0.2175,H,0.432,1-1,0.1299,2-2,D,0,0,0,1.2174,,,
2025-08-24,SP1,Villarreal,Girona,0.6897,0.1866,0.1237,H,0.5877,2-0,0.1304,5-0,H,1,0,1,0.3715,H,-0.0065,0.53
2025-08-24,SP1,Oviedo,Real Madrid,0.1145,0.1702,0.7153,A,0.5806,1-2,0.097,0-3,A,1,0,1,0.3351,,,
2025-08-24,D1,M'gladbach,Hamburg,0.4489,0.278,0.2731,H,0.5151,1-1,0.1158,0-0,D,0,0,0,1.28,D,-0.0299,2.9
2025-08-24,D1,Mainz,FC Koln,0.5202,0.2549,0.2249,H,0.4584,1-1,0.1213,0-1,A,0,0,1,1.4919,,,
2025-08-24,B1,Antwerp,Mechelen,0.5242,0.264,0.2118,H,0.5423,1-1,0.116,2-1,H,1,0,1,0.6458,H,-0.0714,0.95
2025-08-24,B1,RAAL La Louviere,St. Gilloise,0.0942,0.1576,0.7482,A,0.4916,0-2,0.1558,0-0,D,0,0,1,1.848,A,0.0519,-1.0
2025-08-24,B1,Dender,Oud-Heverlee Leuven,0.4988,0.2708,0.2304,H,0.4188,1-1,0.1274,0-1,A,0,0,1,1.4679,H,0.009,-1.0
2025-08-25,SP1,Ath Bilbao,Vallecano,0.5428,0.259,0.1982,H,0.5216,1-1,0.1218,1-0,H,1,0,0,0.611,,,
2025-08-25,E0,Newcastle,Liverpool,0.3453,0.2839,0.3708,A,0.482,1-1,0.129,2-3,A,1,0,0,0.9921,H,0.0943,-1.0
2025-08-25,P1,Estrela,Alverca,0.4153,0.2879,0.2968,H,0.3844,1-1,0.1376,2-2,D,0,0,0,1.2453,A,0.2975,-1.0
2025-08-25,T1,Eyupspor,Alanyaspor,0.3736,0.3126,0.3138,H,0.4298,1-1,0.1331,2-1,H,1,0,0,0.9845,D,0.0061,-1.0
2025-08-25,I1,Inter,Torino,0.7144,0.1924,0.0931,H,0.4182,1-0,0.1513,5-0,H,1,0,0,0.3363,H,0.0441,0.42
2025-08-25,G1,Levadeiakos,Kifisia,0.4779,0.2732,0.2489,H,0.3864,1-1,0.1322,3-2,H,1,0,0,0.7383,A,0.0135,-1.0
2025-08-25,I1,Udinese,Verona,0.4123,0.2878,0.2999,H,0.363,1-0,0.1472,1-1,D,0,0,1,1.2455,A,-0.1581,-1.0
2025-08-25,SP1,Sevilla,Getafe,0.4509,0.2934,0.2558,H,0.4911,1-1,0.1296,1-2,A,0,0,0,1.3635,,,
2025-08-27,SP1,Celta,Betis,0.3884,0.2844,0.3272,H,0.6234,1-1,0.1201,1-1,D,0,1,0,1.2573,A,0.0317,-1.0
2025-08-29,I1,Cremonese,Sassuolo,0.4182,0.2915,0.2903,H,0.4946,1-1,0.1358,3-2,H,1,0,0,0.8717,H,-0.0441,1.6
2025-08-29,I1,Lecce,Milan,0.2142,0.2454,0.5404,A,0.4314,0-1,0.1316,0-2,A,1,0,1,0.6154,H,-0.1304,-1.0
2025-08-29,F1,Lens,Brest,0.5229,0.2639,0.2132,H,0.5185,1-1,0.1207,3-1,H,1,0,1,0.6484,,,
2025-08-29,SP1,Valencia,Getafe,0.471,0.2958,0.2332,H,0.4265,1-0,0.1335,3-0,H,1,0,0,0.7529,H,-0.0336,1.3
2025-08-29,SP1,Elche,Levante,0.415,0.2911,0.2939,H,0.5291,1-1,0.1287,2-0,H,1,0,0,0.8795,,,
2025-08-29,T1,Goztep,Konyaspor,0.4447,0.2859,0.2694,H,0.5516,1-1,0.1232,1-1,D,0,1,0,1.252,A,-0.134,-1.0
2025-08-29,B1,Cercle Brugge,St Truiden,0.3903,0.2839,0.3257,H,0.5461,1-1,0.1177,1-1,D,0,1,0,1.259,A,-0.1484,-1.0
2025-08-29,D1,Hamburg,St Pauli,0.364,0.2758,0.3602,H,0.5559,1-1,0.1238,0-2,A,0,0,0,1.0212,A,-0.0625,2.0
2025-08-29,P1,Gil Vicente,Moreirense,0.3599,0.3034,0.3367,H,0.424,1-1,0.1398,2-0,H,1,0,1,1.0218,A,-0.0801,-1.0
2025-08-29,N1,Groningen,Heracles,0.5298,0.2548,0.2154,H,0.5638,1-1,0.121,4-0,H,1,0,1,0.6353,A,-0.0854,-1.0
2025-08-29,E1,Leicester,Birmingham,0.4736,0.2773,0.2491,H,0.453,1-0,0.1251,2-0,H,1,0,1,0.7475,H,-0.0289,1.35
2025-08-30,T1,Kasimpasa,Gaziantep,0.5354,0.2684,0.1963,H,0.4564,1-1,0.1178,2-3,A,0,0,0,1.6284,D,0.1111,-1.0
2025-08-30,D1,Augsburg,Bayern Munich,0.1019,0.1547,0.7434,A,0.6561,0-2,0.1064,2-3,A,1,0,1,0.2965,,,
2025-08-30,SP1,Real Madrid,Mallorca,0.8578,0.0906,0.0516,H,0.4665,2-0,0.1467,2-1,H,1,0,0,0.1533,,,
2025-08-30,T1,Kocaelispor,Kayserispor,0.3862,0.2958,0.3181,H,0.5627,1-1,0.1367,1-1,D,0,1,0,1.2182,A,-0.086,-1.0
2025-08-30,E0,Leeds,Newcastle,0.4254,0.2684,0.3062,H,0.5738,1-1,0.1243,0-0,D,0,0,0,1.3153,H,0.1076,-1.0
2025-08-30,E0,Chelsea,Fulham,0.6447,0.212,0.1433,H,0.5424,1-1,0.1052,2-0,H,1,0,0,0.439,H,-0.0719,0.55
2025-08-30,E0,Man United,Burnley,0.3824,0.2771,0.3405,H,0.5104,1-1,0.1314,3-2,H,1,0,1,0.9613,A,0.0025,-1.0
2025-08-30,T1,Galatasaray,Rizespor,0.8654,0.0897,0.0449,H,0.813,2-1,0.0856,3-1,H,1,0,1,0.1445,,,
2025-08-30,T1,Antalyaspor,Karagumruk,0.4505,0.2932,0.2563,H,0.5899,1-1,0.1273,1-2,A,0,0,1,1.3616,,,
2025-08-30,P1,Casa Pia,Nacional,0.5027,0.2764,0.2209,H,0.4274,1-1,0.1237,0-2,A,0,0,1,1.51,H,-0.0444,-1.0
2025-08-30,P1,Sp Lisbon,Porto,0.6549,0.1936,0.1515,H,0.6647,2-1,0.0988,1-2,A,0,0,1,1.8872,H,-0.0755,-1.0
2025-08-30,P1,Guimaraes,Arouca,0.4898,0.2701,0.2401,H,0.4957,1-1,0.1216,1-1,D,0,1,1,1.3091,,,
2025-08-30,P1,AVS,Famalicao,0.2588,0.2678,0.4734,A,0.4669,1-1,0.1309,0-1,A,1,0,1,0.7478,,,
2025-08-30,SP1,Girona,Sevilla,0.4081,0.2928,0.2991,H,0.4769,1-1,0.1318,0-2,A,0,0,1,1.207,,,
2025-08-30,SP1,Oviedo,Sociedad,0.2847,0.2936,0.4217,A,0.5722,1-1,0.1273,1-0,H,0,0,0,1.2563,,,
2025-08-30,SP1,Alaves,Ath Madrid,0.2197,0.2309,0.5493,A,0.5625,1-1,0.1279,1-1,D,0,1,0,1.4656,,,
2025-08-30,E0,Sunderland,Brentford,0.2425,0.2569,0.5006,A,0.5241,1-1,0.1298,2-1,H,0,0,1,1.4168,A,-0.04,-1.0
2025-08-30,I1,Napoli,Cagliari,0.781,0.1507,0.0683,H,0.4641,2-0,0.1578,1-0,H,1,0,1,0.2471,H,-0.078,0.3
2025-08-30,I1,Parma,Atalanta,0.2355,0.2503,0.5142,A,0.4456,1-1,0.1238,1-1,D,0,1,1,1.3851,,,
2025-08-30,I1,Bologna,Como,0.4723,0.2803,0.2475,H,0.4628,1-0,0.1301,1-0,H,1,1,1,0.7502,H,-0.0649,1.45
2025-08-30,I1,Pisa,Roma,0.1613,0.2238,0.6149,A,0.4909,0-2,0.1168,0-1,A,1,0,1,0.4863,A,-0.0286,0.7
2025-08-30,E1,Watford,Southampton,0.4249,0.2906,0.2845,H,0.4296,1-1,0.1357,2-2,D,0,0,0,1.2358,H,0.0239,-1.0
2025-08-30,B1,Westerlo,Antwerp,0.3745,0.2763,0.3493,H,0.5407,1-1,0.1252,2-0,H,1,0,0,0.9823,,,
2025-08-30,E1,Portsmouth,Preston,0.4663,0.2721,0.2615,H,0.4755,1-1,0.1269,1-0,H,1,0,1,0.7629,H,-0.0773,1.15
2025-08-30,E1,Sheffield Weds,Swansea,0.3551,0.2811,0.3638,A,0.4688,1-1,0.1348,0-2,A,1,0,1,1.0112,H,-0.1096,-1.0
2025-08-30,G1,Panserraikos,OFI Crete,0.4297,0.2732,0.2971,H,0.4436,1-1,0.1362,0-1,A,0,0,1,1.2137,H,0.0101,-1.0
2025-08-30,G1,Volos NFC,Olympiakos,0.2182,0.2345,0.5473,A,0.4132,1-1,0.1224,0-2,A,1,0,1,0.6028,H,0.0081,-1.0
2025-08-30,E1,QPR,Charlton,0.4117,0.2841,0.3042,H,0.4234,1-1,0.1384,3-1,H,1,0,0,0.8874,H,-0.0563,1.85
2025-08-30,D1,Werder Bremen,Leverkusen,0.2589,0.2554,0.4857,A,0.6566,1-1,0.1178,3-3,D,0,0,1,1.365,,,
2025-08-30,D1,Stuttgart,M'gladbach,0.6476,0.1978,0.1546,H,0.6172,2-1,0.0973,1-0,H,1,0,0,0.4345,H,0.0127,0.6
2025-08-30,E1,Ipswich,Derby,0.4525,0.2772,0.2703,H,0.5002,1-1,0.1275,2-2,D,0,0,1,1.2829,A,-0.1204,-1.0
2025-08-30,E1,Middlesbrough,Sheffield United,0.4295,0.2891,0.2813,H,0.4592,1-1,0.1359,1-0,H,1,0,1,0.845,,,
2025-08-30,N1,Excelsior,Twente,0.2132,0.2252,0.5617,A,0.5973,1-1,0.1069,1-0,H,0,0,0,1.5457,A,-0.0214,-1.0
2025-08-30,E0,Tottenham,Bournemouth,0.3442,0.2858,0.37,A,0.5117,1-1,0.1293,0-1,A,1,0,0,0.9942,A,0.0579,3.2
2025-08-30,E1,Bristol City,Hull,0.4524,0.285,0.2626,H,0.4142,1-1,0.1315,4-2,H,1,0,0,0.7932,A,0.0448,-1.0
2025-08-30,E1,Blackburn,Norwich,0.444,0.2808,0.2751,H,0.4698,1-1,0.1291,0-2,A,0,0,1,1.2905,,,
2025-08-30,E1,Stoke,West Brom,0.4043,0.2974,0.2982,H,0.4555,1-1,0.1334,0-1,A,0,0,1,1.2099,H,0.0772,-1.0
2025-08-30,SC0,Livingston,Hearts,0.1966,0.2081,0.5953,A,0.4983,1-1,0.1156,1-2,A,1,0,0,0.5188,A,0.0048,1.1
2025-08-30,SC0,Motherwell,Kilmarnock,0.4167,0.2913,0.292,H,0.4623,1-1,0.1296,2-2,D,0,0,0,1.2333,,,
2025-08-30,B1,Charleroi,Dender,0.5489,0.2518,0.1993,H,0.5927,1-1,0.1048,3-1,H,1,0,1,0.5999,,,
2025-08-30,E0,Wolves,Everton,0.3744,0.2871,0.3385,H,0.2826,1-1,0.1404,2-3,A,0,0,0,1.0832,,,
2025-08-30,D1,RB Leipzig,Heidenheim,0.5514,0.2582,0.1904,H,0.5841,2-1,0.0992,2-0,H,1,0,0,0.5953,D,0.0081,-1.0
2025-08-30,G1,Aris,Panetolikos,0.7563,0.1457,0.0979,H,0.5042,2-0,0.1523,0-2,A,0,0,0,2.3234,H,-0.0342,-1.0
2025-08-30,G1,Larisa,Kifisia,0.404,0.2862,0.3098,H,0.3997,1-1,0.1352,1-1,D,0,1,1,1.251,A,-0.1521,-1.0
2025-08-30,E1,Oxford,Coventry,0.3238,0.2734,0.4028,A,0.526,1-1,0.1262,2-2,D,0,0,1,1.297,H,-0.0022,-1.0
2025-08-30,B1,Mechelen,RAAL La Louviere,0.5726,0.2498,0.1776,H,0.5526,1-1,0.1151,3-2,H,1,0,1,0.5576,,,
2025-08-30,D1,Hoffenheim,Ein Frankfurt,0.2327,0.2597,0.5077,A,0.4927,1-1,0.1179,1-3,A,1,0,0,0.678,A,-0.0891,1.25
2025-08-30,N1,Volendam,Ajax,0.1137,0.1582,0.728,A,0.7048,1-2,0.0836,1-1,D,0,0,0,1.8437,A,0.0543,-1.0
2025-08-30,N1,Heerenveen,Go Ahead Eagles,0.4595,0.2754,0.2651,H,0.4767,1-1,0.1211,2-2,D,0,0,0,1.2894,H,0.0465,-1.0
2025-08-30,N1,PSV Eindhoven,Telstar,0.8584,0.0926,0.049,H,0.8116,4-0,0.0927,0-2,A,0,0,0,3.0166,,,
2025-08-30,E1,Millwall,Wrexham,0.5167,0.2594,0.2239,H,0.4907,1-1,0.1185,0-2,A,0,0,1,1.4965,H,-0.0841,-1.0
2025-08-30,F1,Nantes,Auxerre,0.3641,0.295,0.3409,H,0.4244,1-1,0.1378,1-0,H,1,0,1,1.0104,A,-0.0091,-1.0
2025-08-30,F1,Lorient,Lille,0.2434,0.2506,0.506,A,0.5722,1-1,0.1184,1-7,A,1,0,1,0.6812,A,-0.0367,1.1
2025-08-30,F1,Toulouse,Paris SG,0.1183,0.1851,0.6965,A,0.7109,1-2,0.0966,3-6,A,1,0,1,0.3616,,,
2025-08-31,SP1,Vallecano,Barcelona,0.1457,0.2038,0.6505,A,0.6046,0-2,0.1004,1-1,D,0,0,0,1.5904,D,0.0242,4.5
2025-08-31,SP1,Espanol,Osasuna,0.3204,0.2961,0.3835,A,0.4677,1-1,0.1312,1-0,H,0,0,1,1.1383,A,-0.0746,-1.0
2025-08-31,SP1,Betis,Ath Bilbao,0.3979,0.2997,0.3024,H,0.4696,1-1,0.1358,1-2,A,0,0,0,1.1958,H,-0.0506,-1.0
2025-08-31,N1,For Sittard,Nijmegen,0.2372,0.2734,0.4895,A,0.4795,1-1,0.1133,3-2,H,0,0,0,1.439,A,-0.0308,-1.0
2025-08-31,N1,Zwolle,Utrecht,0.253,0.2732,0.4738,A,0.4669,1-1,0.1174,0-2,A,1,0,1,0.747,A,-0.0265,1.2
2025-08-31,N1,NAC Breda,AZ Alkmaar,0.1551,0.1938,0.651,A,0.5416,0-2,0.1037,0-1,A,1,0,0,0.4292,A,-0.0655,0.57
2025-08-31,SP1,Celta,Villarreal,0.2975,0.288,0.4145,A,0.536,1-1,0.1283,1-1,D,0,1,0,1.2448,A,-0.0119,-1.0
2025-08-31,B1,Genk,Waregem,0.7291,0.18,0.0909,H,0.6207,2-0,0.0989,3-2,H,1,0,1,0.3159,H,0.0072,0.4
2025-08-31,B1,St. Gilloise,Anderlecht,0.6939,0.17,0.1361,H,0.8236,2-1,0.0926,2-0,H,1,0,0,0.3654,H,-0.0184,0.6
2025-08-31,B1,Oud-Heverlee Leuven,Standard,0.3748,0.2968,0.3284,H,0.4935,1-1,0.1355,1-0,H,1,0,1,0.9813,A,-0.1022,-1.0
2025-08-31,B1,Gent,Club Brugge,0.1904,0.2116,0.5981,A,0.6367,1-1,0.1051,1-1,D,0,1,0,1.5531,,,
2025-08-31,N1,Sparta Rotterdam,Feyenoord,0.1541,0.1897,0.6562,A,0.5467,1-2,0.0976,0-4,A,1,0,1,0.4212,A,-0.0419,0.83
2025-08-31,F1,Paris FC,Metz,0.5511,0.2485,0.2004,H,0.5554,1-1,0.1178,3-2,H,1,0,1,0.5958,,,
2025-08-31,E0,Nott'm Forest,West Ham,0.5649,0.2425,0.1926,H,0.5552,1-1,0.1113,0-3,A,0,0,1,1.647,,,
2025-08-31,F1,Angers,Rennes,0.3239,0.2651,0.411,A,0.4652,1-1,0.1369,1-1,D,0,1,1,1.3275,H,-0.2111,-1.0
2025-08-31,F1,Le Havre,Nice,0.2256,0.2257,0.5486,A,0.5845,1-1,0.1058,3-1,H,0,0,1,1.4889,A,-0.0553,-1.0
2025-08-31,F1,Monaco,Strasbourg,0.5364,0.2656,0.198,H,0.4847,1-1,0.121,3-2,H,1,0,0,0.6229,D,-0.0884,-1.0
2025-08-31,F1,Lyon,Marseille,0.4069,0.2686,0.3245,H,0.6011,1-1,0.1129,1-0,H,1,0,0,0.8991,H,-0.1204,1.63
2025-08-31,SC0,Dundee,Dundee United,0.3706,0.2739,0.3555,H,0.4494,1-1,0.1382,0-2,A,0,0,1,1.0342,,,
2025-08-31,SC0,Aberdeen,Falkirk,0.3994,0.2872,0.3134,H,0.4297,1-1,0.1287,0-1,A,0,0,1,1.1603,A,-0.0085,2.5
2025-08-31,SC0,Hibernian,St Mirren,0.5118,0.2767,0.2115,H,0.4475,1-1,0.1237,1-1,D,0,1,1,1.2848,,,
2025-08-31,E0,Brighton,Man City,0.2654,0.2503,0.4843,A,0.5132,1-1,0.1233,2-1,H,0,0,1,1.3263,,,
2025-08-31,D1,FC Koln,Freiburg,0.3422,0.2755,0.3823,A,0.538,1-1,0.1246,4-1,H,0,0,1,1.0723,A,-0.021,-1.0
2025-08-31,D1,Dortmund,Union Berlin,0.6699,0.2038,0.1263,H,0.6613,2-0,0.1052,3-0,H,1,0,1,0.4006,,,
2025-08-31,D1,Wolfsburg,Mainz,0.4258,0.2913,0.283,H,0.5194,1-1,0.129,1-1,D,0,1,0,1.2335,D,-0.0137,2.6
2025-08-31,T1,Buyuksehyr,Eyupspor,0.5146,0.2694,0.216,H,0.547,1-1,0.1084,0-0,D,0,0,0,1.3115,H,-0.0884,-1.0
2025-08-31,E0,Aston Villa,Crystal Palace,0.4961,0.2745,0.2294,H,0.5288,1-1,0.12,0-3,A,0,0,1,1.4722,,,
2025-08-31,T1,Genclerbirligi,Fenerbahce,0.1295,0.1762,0.6943,A,0.6465,1-2,0.0947,1-3,A,1,0,1,0.3648,,,
