date,div,home,away,pH,pD,pA,pick,p_over,score_pick,p_top_score,actual,result,hit_1x2,hit_score,hit_ou,logloss,bet_side,clv,roi
2026-01-31,N1,Sparta Rotterdam,Groningen,0.4289,0.2904,0.2808,H,0.5012,1-1,0.1225,2-0,H,1,0,0,0.8466,H,0.0735,1.63
2026-01-31,P1,Santa Clara,Estoril,0.3049,0.29,0.4051,A,0.4015,1-1,0.1338,2-4,A,1,0,0,0.9036,A,-0.0556,2.4
2026-01-31,E1,Watford,Swansea,0.5102,0.2598,0.23,H,0.4516,1-1,0.1283,0-2,A,0,0,1,1.4697,H,-0.0429,-1.0
2026-01-31,I1,Cagliari,Verona,0.4574,0.2917,0.2509,H,0.4701,1-1,0.1301,4-0,H,1,0,0,0.7822,,,
2026-01-31,SP1,Elche,Barcelona,0.1126,0.1615,0.7259,A,0.5831,0-3,0.0831,1-3,A,1,0,1,0.3203,,,
2026-01-31,D1,Ein Frankfurt,Leverkusen,0.3633,0.2738,0.3629,H,0.5046,1-1,0.1247,1-3,A,0,0,1,1.0136,H,-0.1176,-1.0
2026-01-31,D1,Augsburg,St Pauli,0.53,0.2677,0.2023,H,0.5591,1-1,0.1236,2-1,H,1,0,1,0.6349,H,-0.0476,1.0
2026-01-31,D1,RB Leipzig,Mainz,0.7004,0.1797,0.1199,H,0.6132,2-0,0.1095,1-2,A,0,0,1,2.1211,H,0.0,-1.0
2026-01-31,E1,Middlesbrough,Norwich,0.4971,0.2785,0.2245,H,0.4677,1-1,0.1199,1-0,H,1,0,1,0.699,D,-0.0488,-1.0
2026-01-31,E1,Millwall,Sheffield United,0.4236,0.2873,0.289,H,0.4855,1-1,0.1277,1-1,D,0,1,1,1.2471,H,0.0208,-1.0
2026-01-31,I1,Pisa,Sassuolo,0.4073,0.3067,0.2861,H,0.4094,1-1,0.1388,1-3,A,0,0,0,1.2515,H,-0.0938,-1.0
2026-01-31,E1,Oxford,Birmingham,0.3828,0.2814,0.3358,H,0.4238,1-1,0.1375,0-2,A,0,0,1,1.0912,H,-0.0811,-1.0
2026-01-31,E1,Leicester,Charlton,0.4835,0.2818,0.2347,H,0.4558,1-1,0.1256,0-2,A,0,0,1,1.4495,H,0.129,-1.0
2026-01-31,E1,QPR,Coventry,0.3224,0.2733,0.4043,A,0.4905,1-1,0.1302,2-1,H,0,0,0,1.132,,,
2026-01-31,D1,Hoffenheim,Union Berlin,0.5671,0.2405,0.1924,H,0.4655,1-1,0.1142,3-1,H,1,0,0,0.5672,H,-0.0164,0.8
2026-01-31,D1,Hamburg,Bayern Munich,0.1091,0.1496,0.7413,A,0.6116,1-2,0.0956,2-2,D,0,0,1,1.8998,,,
2026-01-31,D1,Werder Bremen,M'gladbach,0.4313,0.2844,0.2844,H,0.555,1-1,0.1288,1-1,D,0,1,0,1.2575,H,0.1395,-1.0
2026-01-31,F1,Paris FC,Marseille,0.1956,0.2061,0.5983,A,0.5514,1-1,0.11,2-2,D,0,0,1,1.5794,A,0.0857,-1.0
2026-01-31,F1,Lorient,Nantes,0.5344,0.2682,0.1974,H,0.4567,1-1,0.1282,2-1,H,1,0,0,0.6267,,,
2026-01-31,F1,Monaco,Rennes,0.4081,0.2807,0.3112,H,0.5266,1-1,0.1236,4-0,H,1,0,1,0.8962,D,-0.025,-1.0
2026-02-01,I1,Cremonese,Inter,0.0909,0.1418,0.7672,A,0.6147,0-2,0.1367,0-2,A,1,1,0,0.265,A,0.0656,0.3
2026-02-01,I1,Como,Atalanta,0.4078,0.3041,0.288,H,0.4897,1-1,0.1355,0-0,D,0,0,1,1.1903,,,
2026-02-01,I1,Torino,Lecce,0.5635,0.253,0.1835,H,0.4201,1-0,0.1463,1-0,H,1,1,1,0.5736,H,-0.0488,0.95
2026-02-01,SP1,Real Madrid,Vallecano,0.8115,0.1265,0.062,H,0.7154,2-0,0.121,2-1,H,1,0,1,0.2088,,,
2026-02-01,I1,Parma,Juventus,0.1212,0.1804,0.6985,A,0.6254,0-2,0.1429,1-4,A,1,0,1,0.3589,A,0.0357,0.45
2026-02-01,T1,Galatasaray,Kayserispor,0.8506,0.1003,0.0491,H,0.7438,2-0,0.1127,4-0,H,1,0,1,0.1618,,,
2026-02-01,N1,Heracles,For Sittard,0.4057,0.2786,0.3158,H,0.4865,1-1,0.1149,2-1,H,1,0,0,0.9022,,,
2026-02-01,G1,Levadeiakos,Asteras Tripolis,0.6292,0.2194,0.1514,H,0.5602,1-0,0.1202,3-1,H,1,0,1,0.4634,,,
2026-02-01,SC0,Celtic,Falkirk,0.7178,0.1859,0.0962,H,0.595,2-0,0.1201,2-0,H,1,1,0,0.3315,,,
2026-02-01,SC0,Hibernian,Rangers,0.2403,0.2531,0.5066,A,0.5807,1-1,0.1176,0-0,D,0,0,0,1.3741,A,0.129,-1.0
2026-02-01,N1,PSV Eindhoven,Feyenoord,0.634,0.2095,0.1565,H,0.6032,2-1,0.0943,3-0,H,1,0,1,0.4558,H,0.0679,0.73
2026-02-01,N1,Heerenveen,Utrecht,0.4264,0.28,0.2936,H,0.5256,1-1,0.1189,1-1,D,0,1,0,1.273,A,-0.1789,-1.0
2026-02-01,N1,Volendam,Go Ahead Eagles,0.2558,0.2245,0.5197,A,0.5339,1-1,0.1145,1-1,D,0,1,0,1.4939,A,0.1538,-1.0
2026-02-01,D1,Stuttgart,Freiburg,0.5607,0.236,0.2033,H,0.6363,1-1,0.1034,1-0,H,1,0,0,0.5785,,,
2026-02-01,D1,Dortmund,Heidenheim,0.7859,0.142,0.0721,H,0.6836,2-0,0.1088,3-2,H,1,0,1,0.241,,,
2026-02-01,N1,Excelsior,Ajax,0.1551,0.2039,0.6411,A,0.6575,1-2,0.0987,2-2,D,0,0,1,1.5902,A,-0.0541,-1.0
2026-02-01,G1,Panathinaikos,Kifisia,0.6827,0.2051,0.1122,H,0.5154,2-0,0.1166,3-0,H,1,0,1,0.3817,,,
2026-02-01,SP1,Betis,Valencia,0.5503,0.26,0.1898,H,0.5186,1-1,0.1077,2-1,H,1,0,1,0.5973,H,0.0167,0.83
2026-02-01,B1,St. Gilloise,Club Brugge,0.4841,0.2742,0.2417,H,0.7064,1-1,0.0965,1-0,H,1,0,0,0.7256,H,-0.0455,1.1
2026-02-01,P1,Gil Vicente,Famalicao,0.4023,0.3003,0.2975,H,0.4546,1-1,0.135,5-0,H,1,0,0,0.9107,H,0.0311,1.65
2026-02-01,G1,PAOK,Panserraikos,0.8735,0.0832,0.0434,H,0.8725,3-0,0.1553,4-1,H,1,0,1,0.1353,,,
2026-02-01,B1,Oud-Heverlee Leuven,Mechelen,0.4305,0.2763,0.2933,H,0.3973,1-1,0.1341,2-2,D,0,0,0,1.2864,,,
2026-02-01,F1,Strasbourg,Paris SG,0.1571,0.2023,0.6406,A,0.654,1-2,0.0984,1-2,A,1,1,1,0.4453,A,0.0,0.62
2026-02-01,E0,Tottenham,Man City,0.2389,0.2514,0.5097,A,0.5105,1-1,0.1074,2-2,D,0,0,1,1.3807,,,
2026-02-01,E0,Nott'm Forest,Crystal Palace,0.4843,0.2789,0.2368,H,0.4652,1-1,0.1376,1-1,D,0,1,1,1.2768,,,
2026-02-01,E0,Man United,Fulham,0.5552,0.2409,0.2039,H,0.5798,1-1,0.1113,3-2,H,1,0,1,0.5884,D,-0.0526,-1.0
2026-02-01,E0,Aston Villa,Brentford,0.5984,0.2277,0.1739,H,0.6482,2-1,0.0979,0-1,A,0,0,0,1.7494,H,-0.1176,-1.0
2026-02-01,B1,Standard,Anderlecht,0.2561,0.2686,0.4753,A,0.5169,1-1,0.1237,2-0,H,0,0,0,1.362,A,0.0,-1.0
2026-02-01,F1,Toulouse,Auxerre,0.601,0.2369,0.1621,H,0.4868,1-0,0.1314,0-0,D,0,0,1,1.4403,H,0.0,-1.0
2026-02-01,P1,Tondela,Benfica,0.1104,0.1595,0.7301,A,0.6908,0-2,0.1319,0-0,D,0,0,0,1.8355,H,0.4444,-1.0
2026-02-01,F1,Nice,Brest,0.3997,0.2967,0.3035,H,0.5354,1-1,0.1289,2-2,D,0,0,1,1.2149,A,0.1212,-1.0
2026-02-01,F1,Angers,Metz,0.4945,0.2754,0.2302,H,0.5508,1-1,0.1219,1-0,H,1,0,0,0.7043,H,-0.0233,1.1
2026-02-01,F1,Lyon,Lille,0.5257,0.2557,0.2185,H,0.5115,1-1,0.123,1-0,H,1,0,0,0.6429,H,-0.1511,0.91
2026-02-01,G1,AEK,Olympiakos,0.3067,0.2805,0.4128,A,0.3667,1-1,0.1368,1-1,D,0,1,1,1.2711,A,-0.0526,-1.0
2026-02-01,T1,Genclerbirligi,Gaziantep,0.4333,0.2795,0.2872,H,0.5051,1-1,0.1267,2-1,H,1,0,1,0.8364,,,
2026-02-01,SP1,Ath Bilbao,Sociedad,0.4207,0.2958,0.2834,H,0.45,1-1,0.1316,1-1,D,0,1,1,1.2179,,,
2026-02-01,SP1,Getafe,Celta,0.2754,0.2834,0.4412,A,0.4876,1-1,0.1334,0-0,D,0,0,1,1.261,A,-0.0278,-1.0
2026-02-01,P1,Sp Lisbon,Nacional,0.8616,0.093,0.0453,H,0.682,2-0,0.1163,2-1,H,1,0,1,0.1489,,,
2026-02-01,B1,Dender,Genk,0.2685,0.268,0.4635,A,0.5413,1-1,0.1187,1-2,A,1,0,1,0.7691,,,
2026-02-02,T1,Kocaelispor,Fenerbahce,0.1689,0.2119,0.6191,A,0.602,1-1,0.1051,0-2,A,1,0,0,0.4794,A,0.0247,0.66
2026-02-02,SP1,Mallorca,Sevilla,0.408,0.2945,0.2975,H,0.4907,1-1,0.1311,4-1,H,1,0,0,0.8966,,,
2026-02-02,P1,Casa Pia,Porto,0.1046,0.1723,0.7231,A,0.5629,0-2,0.1404,2-1,H,0,0,1,2.2578,,,
2026-02-02,E0,Sunderland,Burnley,0.5018,0.2754,0.2229,H,0.4507,1-0,0.136,3-0,H,1,0,0,0.6896,,,
2026-02-02,I1,Udinese,Roma,0.2386,0.2496,0.5118,A,0.4359,1-1,0.1255,1-0,H,0,0,1,1.4331,,,
2026-02-02,P1,AVS,Sp Braga,0.1433,0.1909,0.6658,A,0.6255,0-2,0.1123,0-4,A,1,0,1,0.4068,H,-0.1053,-1.0
2026-02-03,E1,Hull,Watford,0.4468,0.2827,0.2706,H,0.434,1-1,0.1343,0-0,D,0,0,1,1.2635,,,
2026-02-03,SC0,St Mirren,Hearts,0.2026,0.2332,0.5642,A,0.4204,0-1,0.1193,1-0,H,0,0,1,1.5965,A,-0.0262,-1.0
2026-02-03,I1,Bologna,Milan,0.2586,0.2665,0.4749,A,0.5378,1-1,0.1265,0-3,A,1,0,1,0.7447,A,0.0417,1.5
2026-02-03,E1,Blackburn,Sheffield Weds,0.5951,0.23,0.1748,H,0.4421,1-0,0.1319,1-0,H,1,1,1,0.519,A,-0.0556,-1.0
2026-02-03,E1,Sheffield United,Oxford,0.541,0.2612,0.1978,H,0.5156,1-0,0.1263,3-1,H,1,0,1,0.6143,A,0.0,-1.0
2026-02-04,G1,Asteras Tripolis,Olympiakos,0.1155,0.18,0.7045,A,0.5296,0-2,0.1443,0-3,A,1,0,1,0.3502,H,0.0,-1.0
2026-02-04,SC0,Rangers,Kilmarnock,0.828,0.1115,0.0605,H,0.6355,2-0,0.1306,5-1,H,1,0,1,0.1888,,,
2026-02-04,SC0,Hibernian,Dundee United,0.6233,0.2214,0.1553,H,0.5167,1-0,0.1193,3-2,H,1,0,1,0.4727,H,0.0331,0.56
2026-02-04,SC0,Livingston,Falkirk,0.2538,0.2402,0.506,A,0.4008,0-1,0.1343,1-2,A,1,0,0,0.6811,A,0.1022,1.05
2026-02-06,E1,Charlton,QPR,0.3583,0.2876,0.3541,H,0.4644,1-1,0.1355,0-0,D,0,0,1,1.2462,H,-0.05,-1.0
2026-02-06,N1,NAC Breda,Excelsior,0.3756,0.2856,0.3388,H,0.5132,1-1,0.1299,0-2,A,0,0,0,1.0824,A,0.0244,3.2
2026-02-06,F1,Metz,Lille,0.1894,0.2455,0.5651,A,0.5791,0-2,0.1124,0-0,D,0,0,0,1.4043,H,-0.0769,-1.0
2026-02-06,B1,Westerlo,St Truiden,0.3781,0.2864,0.3355,H,0.4724,1-1,0.1282,0-4,A,0,0,0,1.0921,D,0.0,-1.0
2026-02-06,SP1,Celta,Osasuna,0.5798,0.2496,0.1706,H,0.4484,1-0,0.1272,1-2,A,0,0,0,1.7686,H,-0.0714,-1.0
2026-02-06,I1,Verona,Pisa,0.4503,0.2888,0.2608,H,0.4082,1-1,0.1364,0-0,D,0,0,1,1.2419,H,0.02,-1.0
2026-02-06,E0,Leeds,Nott'm Forest,0.4402,0.2895,0.2703,H,0.4757,1-1,0.1324,3-1,H,1,0,0,0.8206,,,
2026-02-06,D1,Union Berlin,Ein Frankfurt,0.3778,0.2753,0.347,H,0.4755,1-1,0.1258,1-1,D,0,1,1,1.29,A,0.1077,-1.0
2026-02-07,T1,Karagumruk,Antalyaspor,0.3576,0.2955,0.3469,H,0.4309,1-1,0.1358,1-0,H,1,0,1,1.0284,A,0.0156,-1.0
2026-02-07,B1,Charleroi,Cercle Brugge,0.608,0.2348,0.1571,H,0.5844,1-0,0.1201,3-4,A,0,0,1,1.8506,H,-0.1511,-1.0
2026-02-07,B1,Gent,Oud-Heverlee Leuven,0.4902,0.2767,0.2331,H,0.5096,1-1,0.1239,1-3,A,0,0,1,1.4561,,,
2026-02-07,N1,Zwolle,Volendam,0.57,0.2463,0.1837,H,0.5258,1-1,0.1186,1-2,A,0,0,1,1.6945,,,
2026-02-07,T1,Samsunspor,Trabzonspor,0.3301,0.2752,0.3947,A,0.6151,1-1,0.1278,0-3,A,1,0,1,0.9297,A,-0.1129,1.75
2026-02-07,G1,Kifisia,Atromitos,0.4228,0.3093,0.2678,H,0.3396,1-1,0.1365,0-1,A,0,0,1,1.3174,,,
2026-02-07,G1,Asteras Tripolis,Volos NFC,0.4414,0.2942,0.2645,H,0.4249,1-1,0.1411,2-0,H,1,0,1,0.8179,A,0.0,-1.0
2026-02-07,G1,Larisa,Panetolikos,0.502,0.2772,0.2208,H,0.3336,1-0,0.157,1-4,A,0,0,0,1.5104,A,0.1667,4.25
2026-02-07,SP1,Sociedad,Elche,0.6327,0.2078,0.1595,H,0.6221,2-0,0.1031,3-1,H,1,0,1,0.4577,H,0.0121,0.67
2026-02-07,SP1,Barcelona,Mallorca,0.8225,0.1242,0.0533,H,0.7602,2-0,0.109,3-0,H,1,0,1,0.1954,,,
2026-02-07,N1,Nijmegen,Heracles,0.713,0.1664,0.1206,H,0.6059,2-0,0.1017,4-1,H,1,0,1,0.3382,H,0.0435,0.44
2026-02-07,N1,For Sittard,Sparta Rotterdam,0.3115,0.2863,0.4021,A,0.5865,1-1,0.1193,2-2,D,0,0,1,1.2506,,,
2026-02-07,N1,Twente,Heerenveen,0.6006,0.2349,0.1645,H,0.5273,2-0,0.1089,5-0,H,1,0,1,0.5098,H,0.1161,0.73
2026-02-07,B1,Waregem,Dender,0.3877,0.2882,0.3241,H,0.5252,1-1,0.1244,1-0,H,1,0,0,0.9476,A,0.0156,-1.0
2026-02-07,E1,Norwich,Blackburn,0.4648,0.2752,0.26,H,0.3885,1-1,0.1326,2-0,H,1,0,1,0.7661,,,
2026-02-07,E1,Preston,Portsmouth,0.4142,0.2777,0.3081,H,0.4657,1-1,0.1316,1-0,H,1,0,1,0.8815,,,
2026-02-07,P1,Moreirense,Gil Vicente,0.3861,0.2991,0.3148,H,0.4149,1-1,0.1365,1-2,A,0,0,0,1.1559,H,-0.0933,-1.0
2026-02-07,E1,Derby,Ipswich,0.3432,0.2855,0.3713,A,0.4602,1-1,0.1311,1-2,A,1,0,0,0.9908,H,-0.04,-1.0
2026-02-07,P1,Estrela,Santa Clara,0.3782,0.2968,0.325,H,0.4606,1-1,0.1376,1-0,H,1,0,1,0.9722,H,-0.2842,2.4
2026-02-07,P1,Estoril,Tondela,0.673,0.1906,0.1364,H,0.632,2-0,0.1318,2-2,D,0,0,1,1.6574,H,-0.0119,-1.0
2026-02-07,P1,Arouca,Guimaraes,0.2983,0.2781,0.4236,A,0.4495,1-1,0.1345,3-2,H,0,0,0,1.2097,A,-0.04,-1.0
2026-02-07,I1,Fiorentina,Torino,0.4516,0.2872,0.2612,H,0.4956,1-1,0.1266,2-2,D,0,0,0,1.2475,A,-0.05,-1.0
2026-02-07,I1,Genoa,Napoli,0.2088,0.2411,0.5501,A,0.5422,1-1,0.1189,2-3,A,1,0,1,0.5977,A,-0.0714,0.95
2026-02-07,D1,Freiburg,Werder Bremen,0.5866,0.2436,0.1699,H,0.5119,1-0,0.1121,1-0,H,1,1,0,0.5335,H,-0.1286,0.83
2026-02-07,D1,Heidenheim,Hamburg,0.3432,0.2824,0.3744,A,0.495,1-1,0.1276,0-2,A,1,0,1,0.9824,,,
2026-02-07,D1,Mainz,Augsburg,0.4052,0.2932,0.3016,H,0.5407,1-1,0.1276,2-0,H,1,0,0,0.9033,,,
2026-02-07,E0,Man United,Tottenham,0.5608,0.2391,0.2001,H,0.5578,1-1,0.1105,2-0,H,1,0,0,0.5783,,,
2026-02-07,D1,St Pauli,Stuttgart,0.1677,0.2023,0.6299,A,0.6631,1-1,0.1007,2-1,H,0,0,1,1.7853,A,0.0778,-1.0
2026-02-07,D1,Wolfsburg,Dortmund,0.1836,0.208,0.6084,A,0.6452,0-2,0.0985,1-2,A,1,0,1,0.4969,A,0.0176,0.73
2026-02-07,D1,M'gladbach,Leverkusen,0.2029,0.2354,0.5616,A,0.619,1-1,0.1003,1-1,D,0,1,0,1.4463,A,-0.0244,-1.0
2026-02-07,E0,Newcastle,Brentford,0.4958,0.2748,0.2293,H,0.5163,1-1,0.1239,2-3,A,0,0,1,1.4726,H,0.0995,-1.0
2026-02-07,E0,Wolves,Chelsea,0.2251,0.2498,0.5251,A,0.5217,1-1,0.1158,1-3,A,1,0,1,0.6442,H,0.0,-1.0
2026-02-07,E0,Fulham,Everton,0.3982,0.2824,0.3194,H,0.4733,1-1,0.1338,1-2,A,0,0,0,1.1413,A,0.0714,2.75
2026-02-07,E0,Burnley,West Ham,0.3963,0.2826,0.3211,H,0.5293,1-1,0.1295,0-2,A,0,0,0,1.1361,H,0.0312,-1.0
2026-02-07,E0,Bournemouth,Aston Villa,0.328,0.2655,0.4065,A,0.6371,1-1,0.1176,1-1,D,0,1,0,1.3261,,,
2026-02-07,F1,Lens,Rennes,0.6653,0.205,0.1297,H,0.616,2-0,0.1071,3-1,H,1,0,1,0.4075,H,0.0802,0.75
2026-02-07,F1,Brest,Lorient,0.4327,0.2978,0.2695,H,0.496,1-1,0.1265,2-0,H,1,0,1,0.8377,,,
2026-02-07,F1,Nantes,Lyon,0.1816,0.2008,0.6175,A,0.4716,1-1,0.1117,0-1,A,1,0,1,0.4821,A,-0.0114,0.73
2026-02-07,E1,West Brom,Stoke,0.4432,0.2974,0.2595,H,0.4441,1-1,0.136,0-0,D,0,0,1,1.2127,,,
2026-02-07,E1,Wrexham,Millwall,0.3977,0.2932,0.3091,H,0.469,1-1,0.1294,0-2,A,0,0,1,1.1742,,,
2026-02-07,E0,Arsenal,Sunderland,0.7887,0.138,0.0733,H,0.5016,2-0,0.126,3-0,H,1,0,1,0.2373,,,
2026-02-07,E1,Coventry,Oxford,0.5481,0.2508,0.2011,H,0.5067,1-1,0.1175,0-0,D,0,0,0,1.3831,A,0.0769,-1.0
2026-02-07,E1,Southampton,Watford,0.3986,0.2823,0.3191,H,0.4585,1-1,0.1333,1-0,H,1,0,1,0.9198,A,0.0667,-1.0
2026-02-07,E1,Hull,Bristol City,0.449,0.2748,0.2763,H,0.4868,1-1,0.1356,2-3,A,0,0,0,1.2864,H,-0.08,-1.0
2026-02-07,E1,Birmingham,Leicester,0.4755,0.2765,0.2479,H,0.4456,1-1,0.1284,2-1,H,1,0,0,0.7433,A,0.0,-1.0
2026-02-08,SP1,Valencia,Real Madrid,0.1288,0.1953,0.6759,A,0.5899,0-2,0.1019,0-2,A,1,1,0,0.3918,A,-0.0606,0.55
2026-02-08,N1,AZ Alkmaar,Ajax,0.3071,0.2632,0.4297,A,0.5871,1-1,0.1217,1-1,D,0,1,0,1.335,A,0.0909,-1.0
2026-02-08,N1,Go Ahead Eagles,Telstar,0.5507,0.261,0.1883,H,0.5905,1-1,0.1116,1-1,D,0,1,0,1.3431,H,0.027,-1.0
2026-02-08,N1,Groningen,PSV Eindhoven,0.146,0.1859,0.6681,A,0.607,0-2,0.1258,1-2,A,1,0,1,0.4033,A,0.0909,0.8
2026-02-08,SP1,Ath Madrid,Betis,0.6279,0.2155,0.1565,H,0.4803,1-0,0.1207,0-1,A,0,0,1,1.8544,,,
2026-02-08,SP1,Sevilla,Girona,0.4195,0.3137,0.2668,H,0.4111,1-1,0.131,1-1,D,0,1,1,1.1595,,,
2026-02-08,SP1,Ath Bilbao,Levante,0.5735,0.2529,0.1736,H,0.4887,1-1,0.1129,4-2,H,1,0,0,0.556,,,
2026-02-08,SP1,Alaves,Getafe,0.4759,0.2977,0.2264,H,0.4758,1-1,0.1308,0-2,A,0,0,1,1.4855,H,-0.0612,-1.0
2026-02-08,G1,Panserraikos,AEK,0.1025,0.152,0.7454,A,0.6755,0-2,0.1322,0-4,A,1,0,1,0.2938,,,
2026-02-08,G1,OFI Crete,Levadeiakos,0.2357,0.2764,0.4879,A,0.452,1-1,0.1154,3-2,H,0,0,0,1.4454,A,0.0476,-1.0
2026-02-08,G1,Aris,PAOK,0.1917,0.2299,0.5784,A,0.4488,1-1,0.1212,0-0,D,0,0,1,1.47,A,0.0,-1.0
2026-02-08,N1,Utrecht,Feyenoord,0.3181,0.2719,0.4099,A,0.6553,1-1,0.1167,0-1,A,1,0,0,0.8917,,,
2026-02-08,T1,Rizespor,Galatasaray,0.119,0.1755,0.7055,A,0.6396,0-2,0.1123,0-3,A,1,0,1,0.3488,A,-0.0255,0.53
2026-02-08,T1,Konyaspor,Goztep,0.2855,0.2861,0.4285,A,0.3596,1-1,0.1384,0-0,D,0,0,1,1.2515,A,-0.15,-1.0
2026-02-08,T1,Eyupspor,Buyuksehyr,0.2775,0.2759,0.4466,A,0.5413,1-1,0.1206,1-2,A,1,0,1,0.8061,H,0.0476,-1.0
2026-02-08,B1,Club Brugge,Standard,0.7572,0.1601,0.0827,H,0.6541,2-0,0.1215,3-0,H,1,0,1,0.2781,H,0.0709,0.36
2026-02-08,B1,St. Gilloise,RAAL La Louviere,0.8035,0.1284,0.0681,H,0.6902,2-0,0.1081,2-1,H,1,0,1,0.2188,H,-0.0405,0.42
2026-02-08,B1,Genk,Anderlecht,0.4603,0.2757,0.264,H,0.5389,1-1,0.1238,2-0,H,1,0,0,0.7759,,,
2026-02-08,G1,Olympiakos,Panathinaikos,0.7277,0.1509,0.1214,H,0.6708,2-0,0.1128,0-1,A,0,0,0,2.1086,H,0.1022,-1.0
2026-02-08,I1,Bologna,Parma,0.5751,0.2576,0.1673,H,0.4148,1-0,0.1313,0-1,A,0,0,1,1.7881,,,
2026-02-08,D1,FC Koln,RB Leipzig,0.2549,0.2463,0.4988,A,0.6655,1-1,0.1096,1-2,A,1,0,1,0.6956,A,0.05,1.1
2026-02-08,D1,Bayern Munich,Hoffenheim,0.7843,0.1326,0.0831,H,0.7651,3-1,0.0827,5-1,H,1,0,1,0.243,,,
2026-02-08,E1,Swansea,Sheffield Weds,0.6911,0.1763,0.1327,H,0.3959,1-0,0.1327,4-0,H,1,0,0,0.3695,A,-0.1364,-1.0
2026-02-08,E0,Brighton,Crystal Palace,0.4874,0.276,0.2366,H,0.4381,1-1,0.1325,0-1,A,0,0,1,1.4414,,,
2026-02-08,B1,Mechelen,Antwerp,0.3358,0.2883,0.3759,A,0.5472,1-1,0.1273,2-0,H,0,0,0,1.0912,A,-0.0517,-1.0
2026-02-08,T1,Besiktas,Alanyaspor,0.6505,0.2205,0.129,H,0.5447,2-0,0.1097,2-2,D,0,0,1,1.512,H,0.0,-1.0
2026-02-08,E0,Liverpool,Man City,0.4113,0.291,0.2977,H,0.4427,1-1,0.1249,1-2,A,0,0,0,1.2118,D,-0.0513,-1.0
2026-02-08,I1,Lecce,Udinese,0.3213,0.2847,0.394,A,0.4093,1-1,0.1378,2-1,H,0,0,0,1.1353,A,-0.0931,-1.0
2026-02-08,I1,Sassuolo,Inter,0.0938,0.1472,0.759,A,0.6229,0-2,0.1412,0-5,A,1,0,1,0.2757,A,-0.027,0.44
2026-02-08,P1,Nacional,Casa Pia,0.4142,0.2803,0.3055,H,0.4717,1-1,0.1296,0-0,D,0,0,1,1.272,A,-0.2105,-1.0
2026-02-08,P1,Sp Braga,Rio Ave,0.7948,0.1306,0.0747,H,0.6239,2-0,0.1322,3-0,H,1,0,1,0.2297,,,
2026-02-08,P1,Benfica,Alverca,0.8441,0.1068,0.0491,H,0.7824,2-0,0.1401,2-1,H,1,0,1,0.1694,,,
2026-02-08,I1,Juventus,Lazio,0.6918,0.1724,0.1358,H,0.5658,2-0,0.1216,2-2,D,0,0,1,1.7582,H,0.0423,-1.0
2026-02-08,F1,Nice,Monaco,0.4098,0.307,0.2832,H,0.4913,1-1,0.128,0-0,D,0,0,1,1.1809,H,-0.0882,-1.0
2026-02-08,F1,Angers,Toulouse,0.2957,0.2782,0.4261,A,0.4718,1-1,0.1335,1-0,H,0,0,1,1.2185,,,
2026-02-08,F1,Auxerre,Paris FC,0.388,0.3012,0.3108,H,0.3598,1-1,0.1383,0-0,D,0,0,1,1.2001,,,
2026-02-08,F1,Le Havre,Strasbourg,0.3097,0.3025,0.3877,A,0.4855,1-1,0.1365,2-1,H,0,0,0,1.172,H,-0.0244,3.0
2026-02-08,F1,Paris SG,Marseille,0.6864,0.1797,0.1339,H,0.7442,2-1,0.096,5-0,H,1,0,1,0.3763,,,
2026-02-09,I1,Roma,Cagliari,0.6843,0.1914,0.1243,H,0.4866,1-0,0.1281,2-0,H,1,0,1,0.3794,H,0.0,0.48
2026-02-09,P1,Famalicao,AVS,0.6338,0.2274,0.1388,H,0.5049,2-0,0.1182,3-1,H,1,0,1,0.456,,,
2026-02-09,P1,Porto,Sp Lisbon,0.4136,0.301,0.2854,H,0.4506,1-1,0.1211,1-1,D,0,1,1,1.2006,,,
2026-02-09,I1,Atalanta,Cremonese,0.7568,0.1621,0.0812,H,0.5205,2-0,0.1381,2-1,H,1,0,1,0.2787,H,0.0,0.36
2026-02-09,SP1,Villarreal,Espanol,0.6186,0.2336,0.1478,H,0.499,2-0,0.109,4-1,H,1,0,0,0.4803,H,-0.0173,0.7
2026-02-09,E1,Sheffield United,Middlesbrough,0.373,0.3022,0.3248,H,0.5864,1-1,0.127,1-2,A,0,0,1,1.1246,D,-0.0278,-1.0
2026-02-09,T1,Fenerbahce,Genclerbirligi,0.8467,0.1066,0.0467,H,0.8216,3-0,0.1089,3-1,H,1,0,1,0.1664,,,
2026-02-09,T1,Gaziantep,Kasimpasa,0.4189,0.2934,0.2876,H,0.4961,1-1,0.1314,2-1,H,1,0,0,0.87,A,0.1515,-1.0
2026-02-09,T1,Kayserispor,Kocaelispor,0.3133,0.3103,0.3765,A,0.6287,1-1,0.1301,1-2,A,1,0,1,0.977,,,
2026-02-10,E1,Leicester,Southampton,0.3472,0.2898,0.363,A,0.424,1-1,0.1379,3-4,A,1,0,0,1.0132,H,0.1273,-1.0
2026-02-10,E1,Oxford,Norwich,0.3486,0.2885,0.3628,A,0.4544,1-1,0.1407,0-3,A,1,0,0,1.0138,H,0.0333,-1.0
2026-02-10,E1,Birmingham,West Brom,0.4481,0.2784,0.2735,H,0.393,1-1,0.134,0-0,D,0,0,1,1.2787,A,-0.134,-1.0
